Geopoint;Geoshape;Alcaldía;Sector 18;Área km2;x;y
19.4409839344, -99.0882284235;"{""type"": ""Polygon"", ""coordinates"": [[[-99.09310356485136, 19.440440551851562], [-99.08958496369377, 19.442992493098558], [-99.08686507165899, 19.445019165580295], [-99.08658261018115, 19.44448761240066], [-99.08619108411865, 19.443619907913035], [-99.08581997183975, 19.442795664201007], [-99.08559373920849, 19.442293184141445], [-99.08528843802561, 19.441607817727775], [-99.08516232445068, 19.4412745662585], [-99.0850693666231, 19.440947625542965], [-99.08502278960802, 19.44059544783019], [-99.08503587083571, 19.44028725579174], [-99.08514163060691, 19.439771514448072], [-99.08540627533392, 19.438865721066016], [-99.08563140665845, 19.43818634055624], [-99.08577701260212, 19.437727246384263], [-99.08781905691531, 19.43826085036655], [-99.08846221912529, 19.438518293515386], [-99.08958939149265, 19.438907808150905], [-99.0923144351497, 19.439830819304937], [-99.0925663547016, 19.43990624621974], [-99.0927387471858, 19.440013074294384], [-99.09291126379665, 19.440170242177157], [-99.09310356485136, 19.440440551851562]]]}";VENUSTIANO CARRANZA;MOCTEZUMA;0.368610485154914;-99.088828;19.440314
19.4389222193, -99.1019423854;"{""type"": ""Polygon"", ""coordinates"": [[[-99.09439252862471, 19.439856140334474], [-99.09860774504985, 19.437954353076908], [-99.09988762366882, 19.437376776110444], [-99.10371703313808, 19.435677165288446], [-99.1059292491094, 19.434745816783263], [-99.10760929576139, 19.433781589201182], [-99.10793353347837, 19.434461303722085], [-99.10653263491466, 19.43636113511701], [-99.10584896850966, 19.437723246760523], [-99.10524033339992, 19.439194939558057], [-99.10471397968493, 19.4406420000946], [-99.10382770848362, 19.443141525088638], [-99.10147339501985, 19.442345370054944], [-99.10047869520041, 19.441973841305114], [-99.10025458364777, 19.441894343088343], [-99.0980029236792, 19.441129266115418], [-99.09439252862471, 19.439856140334474]]]}";VENUSTIANO CARRANZA;MOCTEZUMA;0.577229638502985;-99.101164;19.43828
19.5036892163, -99.1005810658;"{""type"": ""Polygon"", ""coordinates"": [[[-99.10806564313053, 19.506028134309144], [-99.10751060777605, 19.505890912072037], [-99.10635534808395, 19.50587957473186], [-99.10591722290326, 19.505846753958817], [-99.10542841863875, 19.505847039421354], [-99.10542891396058, 19.5066115330567], [-99.10526393754228, 19.50659960904872], [-99.10483223659462, 19.506629955019076], [-99.10403240586092, 19.50669819894901], [-99.10331508256597, 19.5067287052966], [-99.102813508834, 19.506734955838755], [-99.10216600794571, 19.50671128248241], [-99.10176606938258, 19.506633241901483], [-99.1013533681525, 19.50656722764505], [-99.10079699544796, 19.50641895963481], [-99.09987397779301, 19.506086434405812], [-99.09944214475014, 19.505900135333963], [-99.09911009141074, 19.505709713660423], [-99.0990528838051, 19.50566636430679], [-99.0984007420963, 19.50520995770419], [-99.09781008835466, 19.504778278629665], [-99.09734018896847, 19.50451354832287], [-99.09678133584535, 19.50418279920565], [-99.0961272757936, 19.503846043719584], [-99.0959368255108, 19.503779898856646], [-99.09578440398087, 19.503719788888947], [-99.09594913847235, 19.503165784396995], [-99.09527522668155, 19.50276911670843], [-99.09416736042627, 19.502274885476197], [-99.09391096837818, 19.5022142857238], [-99.09391083402022, 19.50214659382468], [-99.09349184362375, 19.502056434298556], [-99.09371823851987, 19.501328967405538], [-99.09393855798233, 19.50064605893378], [-99.09413778755241, 19.500245949127706], [-99.09426829038917, 19.499983699032565], [-99.09541775977304, 19.500268957489446], [-99.09567602792404, 19.50028301025283], [-99.09715570698455, 19.5005582317488], [-99.09751909550626, 19.500580540054386], [-99.09786666899815, 19.500610357429256], [-99.09817482043027, 19.500692613875312], [-99.09855800091847, 19.500821643961007], [-99.09898059604012, 19.500885128744223], [-99.09951782120412, 19.501079505034873], [-99.10133364985951, 19.501531464235647], [-99.10151830135703, 19.50177438302514], [-99.10171315647507, 19.502026875786306], [-99.10177478287991, 19.50227953367786], [-99.10173044465833, 19.502546530615454], [-99.10163579411488, 19.502823768335553], [-99.10163600457577, 19.50316078194698], [-99.10182579319607, 19.5033854414451], [-99.10214183230933, 19.503572523302584], [-99.10252893828157, 19.503714647266555], [-99.10293189861447, 19.503759425970582], [-99.10332684430895, 19.503789115489806], [-99.10376910696512, 19.503743945341107], [-99.10455103005921, 19.503563646193093], [-99.106225419651, 19.503203063293938], [-99.1064980870469, 19.50365912320706], [-99.1068553402194, 19.504049519476276], [-99.10739564586868, 19.504405101928512], [-99.10819227706496, 19.504847291015395], [-99.10865005061359, 19.50490784005153], [-99.10899302050404, 19.505162043358894], [-99.10859857745942, 19.505463595421947], [-99.10806564313053, 19.506028134309144]]]}";GUSTAVO A MADERO;QUIROGA;0.560950843579333;-99.09743900000001;19.500664
19.3956853579, -99.1060415676;"{""type"": ""Polygon"", ""coordinates"": [[[-99.09845729689548, 19.3961406502598], [-99.09877736362355, 19.39388338824797], [-99.09966902195218, 19.393968398809214], [-99.1040193228709, 19.394384771529204], [-99.11002679282535, 19.39497085824311], [-99.11262984923978, 19.39515101348991], [-99.11270011622334, 19.394709385494373], [-99.11302765706667, 19.394738464480763], [-99.11302190025161, 19.394814746667986], [-99.11313172114095, 19.3975890863616], [-99.11313816691414, 19.39768280378588], [-99.110634209416, 19.3973559131189], [-99.10760503221145, 19.396901144260877], [-99.10519953455717, 19.396661424973406], [-99.10318959308226, 19.396461215840795], [-99.09916477178714, 19.39606010089053], [-99.09845729689548, 19.3961406502598]]]}";IZTACALCO;TLACOTAL;0.37657899623067;-99.105796;19.395113000000002
19.3921427786, -99.1062139214;"{""type"": ""Polygon"", ""coordinates"": [[[-99.11290800345027, 19.39385808118741], [-99.11094457764074, 19.393679709708607], [-99.1102330479389, 19.393654565635753], [-99.104846985097, 19.393127867746347], [-99.10391370074831, 19.393027451796733], [-99.09896790518394, 19.39257778098273], [-99.09908327184533, 19.391692650741618], [-99.09924914457713, 19.390390129160302], [-99.10430316422092, 19.390851208601266], [-99.10786707276569, 19.39117828453518], [-99.11089469477322, 19.391460791131358], [-99.1109262876059, 19.391423445939328], [-99.11315768675951, 19.39175122603014], [-99.11333399594791, 19.391654502650894], [-99.11342838561325, 19.392083375537684], [-99.11343231033752, 19.392387312698524], [-99.11311271014311, 19.393920314433917], [-99.11290800345027, 19.39385808118741]]]}";IZTACALCO;TLACOTAL;0.36821530922713797;-99.10635400000001;19.391636
19.362983287, -99.1067427165;"{""type"": ""Polygon"", ""coordinates"": [[[-99.10695407666888, 19.369474900460595], [-99.10644027388167, 19.369502857247248], [-99.10588554318745, 19.369558672750752], [-99.10543596535649, 19.369657174367568], [-99.10513825749567, 19.36974049412508], [-99.10475880970753, 19.369912611428205], [-99.10439696319719, 19.37006248491494], [-99.10397668769706, 19.370273215306817], [-99.1036813113261, 19.370432448673643], [-99.10354379162543, 19.37025394049527], [-99.10227693006446, 19.368398839488165], [-99.1023095349038, 19.36830862413237], [-99.10405255947485, 19.363486974143804], [-99.10521100617771, 19.360980853817814], [-99.10523021914523, 19.360948125931394], [-99.10522743766062, 19.360916676044944], [-99.10522199002797, 19.360885137321198], [-99.10519978249054, 19.36085107770105], [-99.10494839104852, 19.36067552821314], [-99.10490408651295, 19.36063108783657], [-99.10488749019802, 19.36058654111232], [-99.10486813345584, 19.360543351644033], [-99.1048680898362, 19.360475116383984], [-99.10491225352284, 19.360299396379478], [-99.10536428585938, 19.35887306297562], [-99.10592651163476, 19.357061292866135], [-99.10632323573125, 19.35553277138997], [-99.1108860675157, 19.35590267856406], [-99.10957411011546, 19.362041304615854], [-99.10911225941844, 19.36412488123236], [-99.10794921290888, 19.369422165019454], [-99.10794570020816, 19.36943816396706], [-99.10695407666888, 19.369474900460595]]]}";IZTAPALAPA;GRANJAS;0.8407618778965831;-99.107486;19.36072
19.3530747558, -99.1159403041;"{""type"": ""Polygon"", ""coordinates"": [[[-99.11057998298052, 19.353546080017146], [-99.11063425623583, 19.352842364566243], [-99.11074265335435, 19.351921076465604], [-99.11085114531991, 19.350296105466352], [-99.1105916180992, 19.34919392328157], [-99.110579969086, 19.349144493607906], [-99.11356984194555, 19.34937601011717], [-99.11722188917867, 19.34957063032002], [-99.11975108505007, 19.34971684361755], [-99.11976052689771, 19.34973870887048], [-99.11976014644924, 19.349739251388186], [-99.11992084761191, 19.350109514431747], [-99.12050202972358, 19.351553008565975], [-99.12082920270396, 19.3523617644921], [-99.12099878399597, 19.353017885854783], [-99.12127187427994, 19.354075035181904], [-99.12153286167626, 19.356912726359955], [-99.12032986338372, 19.35710548776803], [-99.11989863309635, 19.357105501055244], [-99.11789550241815, 19.356721618381112], [-99.1165166608049, 19.3564093464425], [-99.11537569751303, 19.35627034863765], [-99.11483692670795, 19.356205978597185], [-99.11293034413625, 19.356066723585258], [-99.1108860675157, 19.35590267856406], [-99.11098681181349, 19.355209418731626], [-99.11074270091709, 19.354531371534662], [-99.11057998298052, 19.353546080017146]]]}";IZTAPALAPA;GRANJAS;0.824215304848963;-99.116049;19.353125
19.3851086588, -99.2081238696;"{""type"": ""Polygon"", ""coordinates"": [[[-99.19882905060766, 19.383139428482178], [-99.1992255140935, 19.38190299433635], [-99.19939599217757, 19.38183900115903], [-99.19995402577801, 19.381674082659696], [-99.20018160092349, 19.38181120592851], [-99.20053329702147, 19.38205601228153], [-99.20103994371193, 19.382232050374267], [-99.20136052245509, 19.382261158816814], [-99.20201656610178, 19.382034759287503], [-99.203806510375, 19.381277389127455], [-99.20518591394105, 19.380829464978916], [-99.20688041056971, 19.380297754109698], [-99.20748501287392, 19.380219883356315], [-99.20749532295102, 19.38016474143418], [-99.20751591595456, 19.380108232122698], [-99.20755975721856, 19.380061637791993], [-99.2076268465019, 19.380024777671146], [-99.20770178787994, 19.38002216156515], [-99.20777418158565, 19.380038075688006], [-99.20785430117057, 19.380063741705612], [-99.20791901559544, 19.380106596984103], [-99.20824501853727, 19.380434836032215], [-99.20832256561201, 19.380459239502553], [-99.2083159747809, 19.380593276600628], [-99.20839562081763, 19.380695582875298], [-99.20850094269102, 19.380769571591408], [-99.20859481156386, 19.380823419238236], [-99.20879091925588, 19.380922970820944], [-99.20900978858786, 19.381023851699634], [-99.20909109206872, 19.38108123823686], [-99.20916705771582, 19.381134654272987], [-99.20925427068937, 19.38119610091956], [-99.2095045417011, 19.381352255978086], [-99.20970348326804, 19.38143291444328], [-99.20987971212817, 19.381475821184775], [-99.21005016523699, 19.38147029219462], [-99.2102320057806, 19.38150776947658], [-99.21040258343072, 19.381599214844933], [-99.21061308496222, 19.381782346781154], [-99.21070980868154, 19.381907678448158], [-99.2107838521548, 19.38202074503087], [-99.2108919811077, 19.38212853018713], [-99.21106257536984, 19.382232085458316], [-99.2112444779221, 19.38231682896129], [-99.21147179290759, 19.382392029880155], [-99.21168223331343, 19.38245242827627], [-99.2118924659978, 19.382499360455345], [-99.21207429592211, 19.3825274366545], [-99.2122732569368, 19.38254753948187], [-99.21252323634904, 19.3825485128906], [-99.2127731283233, 19.38248215499184], [-99.21299463111305, 19.382407696038676], [-99.21343195809116, 19.382213143467684], [-99.21361934523294, 19.382121190589753], [-99.21384085244878, 19.382050797582444], [-99.21405670215205, 19.382023611298344], [-99.21423859013738, 19.38202339718372], [-99.21446587079672, 19.382071661970567], [-99.21478421206561, 19.38213599651155], [-99.21495470809374, 19.382162817931647], [-99.2151223507351, 19.38219226350628], [-99.21526721234946, 19.38220555835519], [-99.21538939524676, 19.382208125047814], [-99.21554280626064, 19.38220523202453], [-99.21566782474848, 19.382191617640803], [-99.21580977630956, 19.382164516872344], [-99.21590923766102, 19.382123909839752], [-99.21598299419031, 19.382088755908974], [-99.21607950513113, 19.382049507945496], [-99.21617042778306, 19.382033222395528], [-99.21627836529272, 19.382065449160073], [-99.21643187237028, 19.38213539934339], [-99.21657973713332, 19.38225931133449], [-99.2168186674474, 19.382474666841826], [-99.21707482558512, 19.382754801954476], [-99.21718857756353, 19.382862486233055], [-99.21730236774489, 19.382927060446605], [-99.21749556363685, 19.3829794291144], [-99.2177059171199, 19.38304388759283], [-99.21793889425163, 19.383077319329292], [-99.21822867161244, 19.38307154928938], [-99.21900432277953, 19.382930893905662], [-99.21888162471319, 19.383042115207466], [-99.21882842660159, 19.38321127501858], [-99.21918505400352, 19.383560153655978], [-99.21948814251262, 19.383751297541608], [-99.21962233650865, 19.383904053834684], [-99.2198437104628, 19.38394743861795], [-99.22001505118004, 19.38396304747018], [-99.22009036320758, 19.384022514950804], [-99.22008209462415, 19.384105671997936], [-99.2198901270538, 19.384260539583696], [-99.2197691000855, 19.384339946669918], [-99.21976546247015, 19.384680853928888], [-99.21973641855153, 19.384894992639172], [-99.21966568405368, 19.3850535997083], [-99.2196031867951, 19.385176588182127], [-99.2195446888212, 19.38522826418704], [-99.21942369785695, 19.38526410918324], [-99.21931504962708, 19.385272103036137], [-99.21916465845392, 19.38525646829652], [-99.21919457342783, 19.385763900283372], [-99.2196418342787, 19.385945651553094], [-99.22019677056088, 19.386103050296335], [-99.22076659265005, 19.386210992941017], [-99.22150257127795, 19.386371692550895], [-99.22129954821067, 19.386521152428802], [-99.2209498204842, 19.386635904763647], [-99.22026555963062, 19.386693220471905], [-99.21973324948732, 19.386650212163982], [-99.21923143156884, 19.386478106902818], [-99.21885901402149, 19.38629039008135], [-99.21839074909299, 19.386068896143758], [-99.21817007586628, 19.385981495081836], [-99.21786117239671, 19.385931163732163], [-99.21758813063127, 19.385993489343537], [-99.21717272672576, 19.386134883892435], [-99.21647850142699, 19.386434317805605], [-99.21540432110042, 19.38682439592971], [-99.2149592598989, 19.38701091879616], [-99.21327026393543, 19.38763072584418], [-99.21180297054052, 19.388186814403586], [-99.20991235235087, 19.388963991074377], [-99.20896186497131, 19.38936726431759], [-99.20776323082195, 19.389800279255653], [-99.20658496769451, 19.389929143830397], [-99.20589224128331, 19.38978270494116], [-99.205250985448, 19.389518624535526], [-99.20452705041097, 19.389239812980627], [-99.20414449462862, 19.389161795371795], [-99.20383429463553, 19.38914253145657], [-99.20337444857846, 19.38917250926712], [-99.20313147951681, 19.389226736034207], [-99.20261999584137, 19.3893940526489], [-99.20160261339284, 19.390013182958302], [-99.20154314582585, 19.389824721938957], [-99.19922071427122, 19.386570264799403], [-99.19908418809997, 19.386365438593856], [-99.19906127380433, 19.386238845086226], [-99.19900393251505, 19.385758914012847], [-99.1990208020803, 19.38561329772542], [-99.19907117117424, 19.385057783701832], [-99.19908235652218, 19.384858308744214], [-99.19909910126884, 19.384610114326648], [-99.19908746400665, 19.384437687155042], [-99.19906442205892, 19.384205804188014], [-99.19902444890648, 19.383990207654417], [-99.19892181104518, 19.383693611189134], [-99.19875089729874, 19.383321714576564], [-99.19882905060766, 19.383139428482178]]]}";ALVARO OBREGON;PLATEROS;1.5577430194676742;-99.211949;19.383112
19.3255434812, -99.1095050072;"{""type"": ""Polygon"", ""coordinates"": [[[-99.10070912603813, 19.322340091154892], [-99.10517095727177, 19.321494976515904], [-99.10863755648643, 19.320756000482593], [-99.11330116563632, 19.31998585196208], [-99.11350523649843, 19.320363686910177], [-99.11364756958137, 19.320665100096598], [-99.11379007800214, 19.320944008869393], [-99.11383273269163, 19.321092473695117], [-99.11385657330308, 19.321290567903], [-99.1138520739369, 19.321529078864224], [-99.11372973695175, 19.322888172536352], [-99.11330138385715, 19.327760727557752], [-99.11293096394972, 19.332189034702285], [-99.11268126004161, 19.335115813223155], [-99.11210397825494, 19.33403904291325], [-99.1114863717731, 19.333291633146978], [-99.1104334102642, 19.332535447625354], [-99.1100514700686, 19.332261200202844], [-99.10980657935097, 19.33206811941658], [-99.10895285853965, 19.32997547372814], [-99.10802612051255, 19.32871850335545], [-99.10725141987851, 19.327594656123587], [-99.10536390989533, 19.32549401148598], [-99.10484302813771, 19.32495430185764], [-99.10404202627767, 19.324326722325036], [-99.10361196512432, 19.32408195178783], [-99.10281164416284, 19.323615510762103], [-99.10107922304607, 19.322613822901864], [-99.10070912603813, 19.322340091154892]]]}";COYOACAN;CULHUACAN;1.023582105519039;-99.107287;19.327554
19.4677836157, -99.0758698238;"{""type"": ""Polygon"", ""coordinates"": [[[-99.07042725570287, 19.470968271041443], [-99.07185986555977, 19.465240799197435], [-99.07236775426526, 19.465364232697578], [-99.07267599415916, 19.46539565089999], [-99.0728675039123, 19.465395574013943], [-99.07309242631776, 19.46532833344166], [-99.07519938191537, 19.464225144884235], [-99.07676917876535, 19.4634146196562], [-99.07701894464002, 19.46330597107456], [-99.07737724487704, 19.463226738718124], [-99.07803260675448, 19.46312189174447], [-99.07836833770376, 19.463068243801857], [-99.07932618077275, 19.462917711188563], [-99.0796343889217, 19.462890914878372], [-99.07985721573203, 19.462837494495776], [-99.07997790551309, 19.462784118928926], [-99.08010076377197, 19.462684288605118], [-99.08019248038404, 19.46280679911049], [-99.08048416820378, 19.46309108588818], [-99.08017706740489, 19.465177210499792], [-99.07996050427732, 19.46654687698438], [-99.07882910061628, 19.472534655976656], [-99.07857059316825, 19.472325365229928], [-99.07570101229771, 19.471803395464068], [-99.07406804302691, 19.471544779227887], [-99.07042725570287, 19.470968271041443]]]}";GUSTAVO A MADERO;ARAGON;0.765126065315388;-99.075194;19.468989999999998
19.2782807491, -99.1516444418;"{""type"": ""Polygon"", ""coordinates"": [[[-99.14072271577659, 19.28193635690009], [-99.14090387341314, 19.280543031808786], [-99.14117039005676, 19.278365425458613], [-99.14131263908814, 19.27688789665195], [-99.14141496623294, 19.27613550600011], [-99.14140622991695, 19.27527040868601], [-99.14124283724257, 19.274172163634464], [-99.14135577877569, 19.27303664955357], [-99.14076296002833, 19.27300637831414], [-99.14104815799976, 19.27220865730296], [-99.1412605482931, 19.27162934689923], [-99.14151334024885, 19.27077914010511], [-99.14168252343929, 19.270312022505404], [-99.14175830370435, 19.270124247267574], [-99.1418294883608, 19.27001510500196], [-99.14196009144425, 19.269947400384375], [-99.14214570529509, 19.269996602902552], [-99.14222082816879, 19.269819763800243], [-99.1423131086703, 19.269675538008194], [-99.14248786955874, 19.269499886500476], [-99.14267655176342, 19.26935621800969], [-99.14275486648734, 19.269129848676258], [-99.14284543298265, 19.26887554272141], [-99.14290446937386, 19.268805633866563], [-99.14309762650426, 19.26866584772181], [-99.14332853233368, 19.26859978078249], [-99.14359905939416, 19.26857182223647], [-99.14419434155784, 19.268825046623732], [-99.14512782399366, 19.269276833950162], [-99.14590231492463, 19.26954021353886], [-99.14665682660726, 19.26969985115781], [-99.14946663244822, 19.270510621691127], [-99.15165591904771, 19.271145174453647], [-99.15254982842792, 19.271578067263498], [-99.15451617928669, 19.27263221855205], [-99.15628985848466, 19.273201722524718], [-99.15826346131004, 19.273735427013246], [-99.15900628842127, 19.271516801437556], [-99.15931869029762, 19.271784230818977], [-99.15957040111046, 19.27187963180839], [-99.15980196729994, 19.271908079525772], [-99.16008382987349, 19.27188867263435], [-99.16023480009979, 19.271926860877777], [-99.16037583372065, 19.272022357738415], [-99.16051695118973, 19.27220380444869], [-99.16087000392895, 19.272872747456162], [-99.16105154629862, 19.27322632932725], [-99.16126312629483, 19.273445943461027], [-99.16156532454832, 19.273684727896274], [-99.16193800476414, 19.273885128876376], [-99.16253221522503, 19.274161973241444], [-99.16312627607144, 19.27428562413844], [-99.1636600208686, 19.274428577747653], [-99.16403261975556, 19.27454302448652], [-99.16418625311562, 19.27467185672628], [-99.16423165761302, 19.274777016560297], [-99.16428470889895, 19.27491560956947], [-99.16430498933603, 19.27511632208269], [-99.16427264226407, 19.275412792772762], [-99.16423762551308, 19.275704385406314], [-99.16417254027282, 19.27600079509994], [-99.16412227725988, 19.276177711033323], [-99.16513200408419, 19.27616830589234], [-99.16223869499781, 19.2809044719963], [-99.16120300566156, 19.282519909954722], [-99.16043125836545, 19.283304622536672], [-99.15969675255828, 19.2839303235598], [-99.15695515726945, 19.285680167193707], [-99.15665296639624, 19.285865792804536], [-99.15115475573128, 19.289381989694476], [-99.14906877467291, 19.286533799899072], [-99.1483391709504, 19.285691795196648], [-99.14721329512399, 19.284662029545675], [-99.14616699924642, 19.283955748195183], [-99.1446214998538, 19.283212259117853], [-99.14326633145164, 19.282656595039104], [-99.14202215103356, 19.282221218807273], [-99.14072271577659, 19.28193635690009]]]}";TLALPAN;HUIPULCO-HOSPITALES;3.546586748225728;-99.151478;19.278973999999998
19.3111544051, -99.1536783176;"{""type"": ""Polygon"", ""coordinates"": [[[-99.15436425906306, 19.31574346960251], [-99.15389022171584, 19.315963127513168], [-99.15312689895865, 19.316288137042648], [-99.15252419573467, 19.31654721386353], [-99.1519323653484, 19.31672801214884], [-99.15145004215077, 19.31684644708333], [-99.15077052501984, 19.3170134865213], [-99.14995938153014, 19.31710435250259], [-99.14932352417114, 19.317132620172494], [-99.14988052551605, 19.315601518565234], [-99.15142630385412, 19.31122467178563], [-99.15360650261277, 19.305104965143446], [-99.15649462660517, 19.3060240989394], [-99.15788972093239, 19.30647686739941], [-99.15737730053816, 19.307933303499563], [-99.15697300062801, 19.309385939506285], [-99.15683093183054, 19.309734017815398], [-99.15645798118001, 19.309929012638193], [-99.15601100397066, 19.311159985112404], [-99.15445259754793, 19.315440447206374], [-99.15436425906306, 19.31574346960251]]]}";COYOACAN;XOTEPINGO;0.589058508238034;-99.153223;19.311144
19.2244378544, -99.1342281691;"{""type"": ""Polygon"", ""coordinates"": [[[-99.15263216509116, 19.22446277979316], [-99.1453985693001, 19.22725450980004], [-99.14412535977819, 19.227205084619566], [-99.14272015671986, 19.227886558795944], [-99.14126386544133, 19.230810547135714], [-99.1400717063001, 19.232575210173554], [-99.13927731903405, 19.234112802105503], [-99.1384560230024, 19.23534800255632], [-99.13783708273503, 19.236461125690564], [-99.13682503406737, 19.235444759345963], [-99.13560523959039, 19.234937194437215], [-99.13483188694386, 19.234683529355163], [-99.13381369355015, 19.23520693834241], [-99.13330830105869, 19.235581566623566], [-99.13313004651043, 19.235758296965898], [-99.13292221002827, 19.236182235267417], [-99.132810864339, 19.236387114958873], [-99.13257307562961, 19.2365992261299], [-99.13229066854588, 19.236818328422643], [-99.1320902264483, 19.237093858047537], [-99.13188968860977, 19.237369477896102], [-99.1315557513852, 19.238118327594147], [-99.13138489716466, 19.238393925535256], [-99.13112487305193, 19.238648438517142], [-99.13072359960026, 19.23895944855242], [-99.13058244042587, 19.239129100324615], [-99.1303601180998, 19.24001913046676], [-99.1302710645874, 19.240266290050815], [-99.13007043646047, 19.240435983725966], [-99.12992937043657, 19.240605544531714], [-99.13005326415134, 19.24122373923316], [-99.12999392416492, 19.241748612163246], [-99.12965103921613, 19.24251481723386], [-99.12924430183142, 19.242668116512895], [-99.12880697469201, 19.243128273041453], [-99.12818395703526, 19.243645226278545], [-99.12797860468538, 19.243865894676812], [-99.12786608139429, 19.244161964446054], [-99.12776015485444, 19.2443761461921], [-99.12761430666825, 19.244521215808504], [-99.12744208695725, 19.24464732409174], [-99.1272564361607, 19.244754461970384], [-99.12701113564626, 19.244874384501998], [-99.12671280845285, 19.245082462914638], [-99.12662012841798, 19.245202098426326], [-99.12607635743761, 19.24522145343163], [-99.12569854478794, 19.245511468271417], [-99.12545971525053, 19.245510095717307], [-99.12531724398539, 19.24559523993538], [-99.12524431824137, 19.24566768340529], [-99.1249363871958, 19.246266292960012], [-99.12258217524848, 19.24629310082464], [-99.12257889293413, 19.246357723978967], [-99.12220088968562, 19.246402081724128], [-99.12193904033022, 19.246411655806394], [-99.12172672531241, 19.246367692226457], [-99.121517826604, 19.246311163455175], [-99.12132552133765, 19.24630496452606], [-99.1211563725167, 19.246346018262603], [-99.12101719625949, 19.24638705202428], [-99.12087807756782, 19.246506805718173], [-99.12063270909239, 19.246673897574727], [-99.12035438099149, 19.246790669701472], [-99.12009573052686, 19.246882212762277], [-99.11987025441465, 19.24692791159708], [-99.1196116278307, 19.246921754302765], [-99.11924021492125, 19.24687174599537], [-99.11863657354232, 19.246739823537197], [-99.11762849025891, 19.246538838833757], [-99.11739052954592, 19.246557067433635], [-99.11614918603578, 19.243313524956775], [-99.11626154609117, 19.243297095015933], [-99.11681796475443, 19.24273666200629], [-99.1177837735062, 19.24186478934724], [-99.11836480888809, 19.241281017963317], [-99.11869211944276, 19.240884042104007], [-99.11883928553328, 19.24058054422977], [-99.1188963965477, 19.240214923974726], [-99.11897808336658, 19.23988815070023], [-99.11917430730877, 19.23940178384718], [-99.11933765098338, 19.238841508145267], [-99.11938641464623, 19.23825030701612], [-99.1193039540424, 19.237503558670667], [-99.11930360573021, 19.2370212962446], [-99.11940146404721, 19.23642997261594], [-99.11953213042462, 19.235947534263005], [-99.11990835883067, 19.235325028323462], [-99.12028475878259, 19.234811337881567], [-99.12105597018191, 19.23398982601079], [-99.12120794206398, 19.233896454252655], [-99.12148125422031, 19.233328692442047], [-99.12177481409793, 19.23222288995593], [-99.12199742728684, 19.230904743247375], [-99.12135557416627, 19.231003592591616], [-99.1215203823748, 19.229868411926837], [-99.12159078002045, 19.22985851387413], [-99.12170610876665, 19.228977150368856], [-99.12175428863668, 19.226962928738107], [-99.12183607392558, 19.22549538791023], [-99.1217074009004, 19.225047012008194], [-99.12146183828348, 19.223481265306457], [-99.12199364855336, 19.222691720798977], [-99.12268928889891, 19.22101671034828], [-99.12343540852761, 19.21956471893934], [-99.12423100553265, 19.218139623795402], [-99.12582297787725, 19.21649137583354], [-99.12802372889382, 19.214174786858667], [-99.12807029288436, 19.213863126613703], [-99.127928998425, 19.212972899092225], [-99.12778824770804, 19.212661369537383], [-99.12789192212593, 19.212267243548876], [-99.13018431864906, 19.209015047825797], [-99.13101419930128, 19.208494775499563], [-99.13191241453812, 19.208617589434777], [-99.13263294408435, 19.20923390823326], [-99.13282190801141, 19.20904171538562], [-99.1329551011621, 19.20834569817209], [-99.13302426848126, 19.207527715212027], [-99.1341070154167, 19.207632398937218], [-99.13456783146053, 19.207646341157535], [-99.13544711489854, 19.2071892780386], [-99.1364151479856, 19.206962611931825], [-99.13749972084757, 19.206977075723632], [-99.13845158420258, 19.20709891361326], [-99.13906182610855, 19.207315362018278], [-99.14005095915127, 19.20774617011361], [-99.14035870776173, 19.20786568728888], [-99.1431074826126, 19.20810903204417], [-99.14550443217679, 19.207976908507305], [-99.14767284470847, 19.2079143491795], [-99.14829834432919, 19.20783711220441], [-99.1488306758495, 19.207296574259168], [-99.14937712304416, 19.207011254320822], [-99.1499853539478, 19.20761765445207], [-99.15068132977565, 19.20825841488565], [-99.15144091726478, 19.208860437736554], [-99.15037567711374, 19.221439657369956], [-99.15054698504943, 19.22213417059332], [-99.15110304329828, 19.222529754052122], [-99.150851299587, 19.22283164700284], [-99.1508045467595, 19.223621870016043], [-99.15137913939692, 19.22388819517057], [-99.15229972186677, 19.224121513927024], [-99.15263216509116, 19.22446277979316]]]}";XOCHIMILCO;LA NORIA;9.107935527336325;-99.124672;19.228382999999997
19.5011492408, -99.1657584906;"{""type"": ""Polygon"", ""coordinates"": [[[-99.1565466342337, 19.50190478556315], [-99.15595664500401, 19.500324703765138], [-99.15375266472228, 19.49436400983997], [-99.15666533471853, 19.495027586508886], [-99.15866117942247, 19.495391601388633], [-99.164430902655, 19.496467895703788], [-99.16885894549273, 19.497386290178717], [-99.17190790202272, 19.498223377400972], [-99.17229207947169, 19.49834511047174], [-99.17293973071843, 19.49871286651119], [-99.17376537951786, 19.499149406488755], [-99.17429968663053, 19.499478766081612], [-99.17589842422566, 19.50372625778363], [-99.17674494853092, 19.505978963314643], [-99.17303392969636, 19.50816667137433], [-99.1625260683865, 19.504435833895247], [-99.15663332881104, 19.502172676258095], [-99.1565466342337, 19.50190478556315]]]}";AZCAPOTZALCO;LA RAZA;2.003484170325991;-99.164691;19.499768
